OD matrix,,,,,,,,,,,,
Period: 2019-10-07 00:00:00 to 2019-10-10 00:00:00 ,,,,,,,,,,,,
Granularity: TAZ ,,,,,,,,,,,,
Entries: all routes; all stops,,,,,,,,,,,,
Exits: all routes; all stops,,,,,,,,,,,,
Daily period: 04:00:00 to 03:59:00 ,,,,,,,,,,,,
Days of week: working days,,,,,,,,,,,,
Card titles: all,,,,,,,,,,,,
,,,,,,,,,,,,
itaz,ftaz,volume,average_volume_per_day,volume_of_transfers,number_of_transfers,transfer_distance,transfer_time,travel_time,trust_level,,,
Ajuda (Ajuda | Sul),Belem (Belem | Este),48,12.0,50,1.04,0.093,14.325,20.028,84.76,,,
Ajuda (Ajuda | Sul),Belem (Belem | Oeste),688,172.0,132,0.19,0.045,5.604,12.322,97.86,,,
Ajuda (Ajuda | Sul),Belem (Ribeirinha - Belem),1,0.3,1,1.00,0.143,2.173,7.111,100,,,
Ajuda (Ajuda | Sul),Benfica (Benfica | Norte),12,3.0,26,2.17,0.179,40.157,66.361,95.44,,,
Ajuda (Ajuda | Sul),Benfica (Benfica | Sul),449,112.3,136,0.30,0.027,5.917,21.970,98.34,,,
Ajuda (Ajuda | Sul),Benfica (Colegio Militar/Luz),439,109.8,56,0.13,0.009,6.421,16.290,98.3,,,
Ajuda (Ajuda | Sul),Benfica (Monsanto | Norte),28,7.0,18,0.64,0.043,8.236,18.160,84.55,,,
Ajuda (Ajuda | Sul),Campo de Ourique (Amoreiras),39,9.8,17,0.44,0.008,4.037,12.050,96.37,,,
Ajuda (Ajuda | Sul),Campo de Ourique (Campo Ourique),129,32.3,119,0.92,0.023,4.170,9.598,95.48,,,
Ajuda (Ajuda | Sul),Campolide (Bairro Liberdade),9,2.3,8,0.89,0.316,40.533,59.432,95.4,,,
Ajuda (Ajuda | Sul),Campolide (Campolide),380,95.0,247,0.65,0.025,8.264,20.013,89.1,,,
Ajuda (Ajuda | Sul),Campolide (Praca Espanha | Norte),29,7.3,47,1.62,0.060,17.018,28.044,91.85,,,
Ajuda (Ajuda | Sul),Campolide (Praca Espanha | Sul),135,33.8,12,0.09,0.010,2.585,12.117,65.15,,,
Ajuda (Ajuda | Sul),Carnide (Avenidas Novas),36,9.0,8,0.22,0.105,6.584,26.149,88,,,
Ajuda (Ajuda | Sul),Carnide (Carnide),104,26.0,63,0.61,0.024,4.938,27.337,94.24,,,
Ajuda (Ajuda | Sul),Estrela (Alcantara),570,142.5,139,0.24,0.021,5.195,10.607,93.47,,,
Ajuda (Ajuda | Sul),Estrela (Estrela),217,54.3,163,0.75,0.043,8.624,16.804,92.41,,,
Ajuda (Ajuda | Sul),Estrela (Lapa),69,17.3,51,0.74,0.073,14.179,19.072,96.9,,,
Ajuda (Ajuda | Sul),Estrela (Ribeirinha - Belem),149,37.3,6,0.04,0.013,2.154,9.560,95.01,,,
Ajuda (Ajuda | Sul),Fora Municipio Lisboa,247,61.8,168,0.68,0.095,20.243,38.069,97.52,,,
Ajuda (Ajuda | Sul),Lumiar (Aeroporto),8,2.0,4,0.50,0.164,21.073,39.299,95.75,,,
Ajuda (Ajuda | Sul),Lumiar (Lumiar | Norte),1,0.3,4,4.00,0.120,19.363,41.775,100,,,
Ajuda (Ajuda | Sul),Lumiar (Lumiar | Oeste),22,5.5,31,1.41,0.506,22.824,55.913,82.94,,,
Ajuda (Ajuda | Sul),Lumiar (Lumiar | Sul),,,,,,,,,,,
Ajuda (Ajuda | Sul),Lumiar (Paco Lumiar),4,1.0,10,2.50,0.063,26.707,53.050,100,,,
Ajuda (Ajuda | Sul),Lumiar (Parque Europa),4,1.0,11,2.75,0.076,23.374,38.666,100,,,
Ajuda (Ajuda | Sul),Lumiar (Telheiras | Este),5,1.3,17,3.40,0.021,20.639,39.544,97.6,,,
Ajuda (Ajuda | Sul),Lumiar (Telheiras | Norte),6,1.5,15,2.50,0.248,18.819,36.682,92.67,,,
Ajuda (Ajuda | Sul),Lumiar (Telheiras | Oeste),4,1.0,8,2.00,0.000,35.222,69.431,100,,,
Ajuda (Ajuda | Sul),Marvila (Bairro Armador),2,0.5,5,2.50,0.216,86.526,128.799,100,,,
Ajuda (Ajuda | Sul),Marvila (Chelas),10,2.5,14,1.40,0.280,20.614,39.849,79.7,,,
Ajuda (Ajuda | Sul),Marvila (Infante Dom Henrique - Porto | Este),16,4.0,15,0.94,0.085,20.258,38.512,96.16,,,
Ajuda (Ajuda | Sul),Marvila (Infante Dom Henrique - Porto | Oeste),,,,,,,,,,,
Ajuda (Ajuda | Sul),Marvila (Marechal Gomes da Costa),8,2.0,15,1.88,0.240,33.349,61.260,99.2,,,
Ajuda (Ajuda | Sul),Marvila (Parque Bela Vista),9,2.3,17,1.89,0.157,22.661,42.137,92.9,,,
Ajuda (Ajuda | Sul),Misericordia (Bairro Alto),51,12.8,64,1.25,0.218,24.920,35.560,91.65,,,
Ajuda (Ajuda | Sul),Misericordia (Sao Paulo),573,143.3,257,0.45,0.014,2.846,7.811,99.04,,,
Ajuda (Ajuda | Sul),Olivais (Alfredo Bensaude),5,1.3,6,1.20,0.064,20.977,50.992,100,,,
Ajuda (Ajuda | Sul),Olivais (Encarnacao | Este),1,0.3,1,1.00,0.121,19.226,39.098,68,,,
Ajuda (Ajuda | Sul),Olivais (Encarnacao | Oeste),,,,,,,,,,,
Ajuda (Ajuda | Sul),Olivais (Logistica Aeroportuaria),,,,,,,,,,,
Ajuda (Ajuda | Sul),Olivais (Olivais - Centro),1,0.3,1,1.00,0.175,36.289,67.364,100,,,
Ajuda (Ajuda | Sul),Olivais (Olivais | Este),1,0.3,3,3.00,0.237,52.203,73.814,100,,,
Ajuda (Ajuda | Sul),Olivais (Olivais | Norte),4,1.0,8,2.00,0.212,28.810,50.536,99.05,,,
Ajuda (Ajuda | Sul),Olivais (Olivais | Sul),14,3.5,28,2.00,0.086,17.213,35.903,97.55,,,
Ajuda (Ajuda | Sul),Olivais (Relogio),,,,,,,,,,,
Ajuda (Ajuda | Sul),Parque das Nacoes (Estacao Oriente),22,5.5,37,1.68,0.017,22.721,49.023,94.44,,,
Ajuda (Ajuda | Sul),Parque das Nacoes (Parque Nacoes | Norte),3,0.8,7,2.33,0.054,13.824,40.366,84,,,
Ajuda (Ajuda | Sul),Parque das Nacoes (Parque Nacoes | Sul),10,2.5,11,1.10,0.035,19.826,47.801,100,,,
Ajuda (Ajuda | Sul),Parque das Nacoes (Parque Tejo),,,,,,,,,,,
Ajuda (Ajuda | Sul),Parque das Nacoes (Quinta Laranjeiras),9,2.3,7,0.78,0.030,17.730,47.719,95.17,,,
Ajuda (Ajuda | Sul),Penha de Franca (Penha Franca),64,16.0,20,0.31,0.040,9.869,22.386,95.81,,,
Ajuda (Ajuda | Sul),Penha de Franca (Sao Joao),105,26.3,28,0.27,0.013,3.977,29.108,94.91,,,
Ajuda (Ajuda | Sul),Santa Clara (Ameixoeira | Norte),16,4.0,22,1.38,0.175,26.518,54.728,91.11,,,
Ajuda (Ajuda | Sul),Santa Clara (Ameixoeira | Sul),4,1.0,19,4.75,0.377,36.870,79.737,85.67,,,
Ajuda (Ajuda | Sul),Santa Maria Maior (Baixa),1516,379.0,237,0.16,0.012,3.368,15.394,94.64,,,
Ajuda (Ajuda | Sul),Santa Maria Maior (Castelo),75,18.8,83,1.11,0.033,9.406,21.157,97.05,,,
Ajuda (Ajuda | Sul),Santo Antonio (Amoreiras),,,,,,,,,,,
Ajuda (Ajuda | Sul),Santo Antonio (Sao Jose),269,67.3,92,0.34,0.024,5.706,20.497,90.86,,,
Ajuda (Ajuda | Sul),Santo Antonio (Sao Mamede),170,42.5,77,0.45,0.047,6.619,16.137,96.66,,,
Ajuda (Ajuda | Sul),Sao Domingos de Benfica (Estrada Luz | Este),15,3.8,10,0.67,0.000,31.817,51.597,99.85,,,
Ajuda (Ajuda | Sul),Sao Domingos de Benfica (Estrada Luz | Oeste),4,1.0,7,1.75,0.222,23.374,52.685,99.33,,,
Ajuda (Ajuda | Sul),Sao Domingos de Benfica (Monsanto | Norte),,,,,,,,,,,
Ajuda (Ajuda | Sul),Sao Domingos de Benfica (Sao Domingos de Benfica),12,3.0,34,2.83,0.078,20.016,33.670,98.21,,,
Ajuda (Ajuda | Sul),Sao Domingos de Benfica (Sete Rios | Norte),24,6.0,43,1.79,0.176,35.849,55.280,96.12,,,
Ajuda (Ajuda | Sul),Sao Domingos de Benfica (Sete Rios | Sul),7,1.8,10,1.43,0.180,26.521,39.867,98.77,,,
Ajuda (Ajuda | Sul),Sao Vicente de Fora (Sao Vicente),48,12.0,62,1.29,0.076,26.658,46.932,97.46,,,
Ajuda (Restelo),Ajuda (Ajuda | Norte),40,10.0,9,0.23,0.018,2.353,7.284,99.39,,,
Ajuda (Restelo),Ajuda (Ajuda | Oeste),29,7.3,20,0.69,0.032,13.228,19.255,91.94,,,
Ajuda (Restelo),Ajuda (Ajuda | Sul),564,141.0,193,0.34,0.039,10.849,17.910,93.5,,,
Ajuda (Restelo),Ajuda (Restelo),312,78.0,250,0.80,0.044,11.425,15.888,88.8,,,
Ajuda (Restelo),Alcantara (Santo Amaro | Norte),4,1.0,6,1.50,0.077,15.588,25.960,99.4,,,
Ajuda (Restelo),Alcantara (Santo Amaro | Oeste),1,0.3,2,2.00,0.448,56.552,72.379,97,,,
Ajuda (Restelo),Alcantara (Santo Amaro | Sul),678,169.5,95,0.14,0.023,4.620,12.773,98.16,,,
Ajuda (Restelo),Alvalade (Alvalade),3,0.8,5,1.67,0.146,35.364,64.393,95.17,,,
Ajuda (Restelo),Alvalade (Avenida do Brasil),1,0.3,3,3.00,0.031,66.742,91.294,98.33,,,
Ajuda (Restelo),Alvalade (Campo Grande),3,0.8,2,0.67,0.053,9.295,36.375,95.75,,,
Ajuda (Restelo),Alvalade (Cidade Universitaria),1,0.3,1,1.00,0.170,32.944,67.613,100,,,
Ajuda (Restelo),Alvalade (Hospital Santa Maria | Este),1,0.3,4,4.00,0.157,19.032,39.816,100,,,
Ajuda (Restelo),Alvalade (Hospital Santa Maria | Oeste),4,1.0,6,1.50,0.021,23.128,45.061,97.67,,,
Ajuda (Restelo),Alvalade (Roma - Areeiro | Este),149,37.3,2,0.01,0.000,0.252,22.530,92.15,,,
Ajuda (Restelo),Alvalade (Roma - Areeiro | Oeste),44,11.0,11,0.25,0.026,7.712,31.593,98.7,,,
Ajuda (Restelo),Alvalade (Sao Joao de Brito),3,0.8,9,3.00,0.077,22.879,58.132,100,,,
Ajuda (Restelo),Areeiro (Alto Pina),27,6.8,40,1.48,0.030,55.173,36.087,97.84,,,
Ajuda (Restelo),Areeiro (Areeiro | Norte),15,3.8,17,1.13,0.021,61.950,24.832,94.55,,,
Ajuda (Restelo),Areeiro (Areeiro | Sul),,,,,,,,,,,
Ajuda (Restelo),Arroios (Anjos),59,14.8,6,0.10,0.013,3.748,31.056,80.79,,,
Ajuda (Restelo),Arroios (Arroios | Norte),3,0.8,3,1.00,0.087,26.544,49.193,98.25,,,
Ajuda (Restelo),Arroios (Arroios | Sul),15,3.8,16,1.07,0.150,23.482,46.226,92.04,,,
Ajuda (Restelo),Arroios (Estefania),161,40.3,29,0.18,0.010,2.467,18.954,94.63,,,
Ajuda (Restelo),Avenidas Novas (Avenidas Novas | Este),104,26.0,51,0.49,0.029,7.026,23.544,95.06,,,
Ajuda (Restelo),Avenidas Novas (Avenidas Novas | Oeste),13,3.3,10,0.77,0.017,8.645,19.814,93.89,,,
Ajuda (Restelo),Avenidas Novas (Bairro Santos | Este),2,0.5,5,2.50,0.000,22.263,65.268,,,,
Ajuda (Restelo),Avenidas Novas (Bairro Santos | Oeste),,,,,,,,,,,
Ajuda (Restelo),Avenidas Novas (Campo Pequeno | Este),44,11.0,5,0.11,0.012,52.410,23.342,99.26,,,
Ajuda (Restelo),Avenidas Novas (Campo Pequeno | Oeste),,,,,,,,,,,
Ajuda (Restelo),Avenidas Novas (Parque Eduardo VII),17,4.3,13,0.76,0.063,128.367,26.395,98.38,,,
Ajuda (Restelo),Avenidas Novas (Picoas),3,0.8,5,1.67,0.053,17.752,30.395,88.06,,,
Ajuda (Restelo),Beato (Madre Deus | Norte),,,,,,,,,,,
Ajuda (Restelo),Beato (Madre Deus | Oeste),4,1.0,4,1.00,0.143,32.687,60.284,100,,,
Ajuda (Restelo),Beato (Madre Deus | Sul),9,2.3,7,0.78,0.031,7.133,29.874,87.5,,,
Ajuda (Restelo),Beato (Picheleira),1,0.3,2,2.00,0.126,19.314,50.158,100,,,
Ajuda (Restelo),Belem (Alto Duque),110,27.5,17,0.15,0.013,3.444,8.641,95.05,,,
Ajuda (Restelo),Belem (Belem | Este),201,50.3,19,0.09,0.012,3.153,9.203,93.56,,,
Ajuda (Restelo),Belem (Belem | Oeste),500,125.0,103,0.21,0.031,4.356,7.646,95.48,,,
Ajuda (Restelo),Belem (Ribeirinha - Belem),74,18.5,6,0.08,0.000,0.777,5.911,94.7,,,
Ajuda (Restelo),Benfica (Benfica | Norte),7,1.8,12,1.71,0.305,31.116,67.558,95.35,,,
Ajuda (Restelo),Benfica (Benfica | Sul),73,18.3,47,0.64,0.014,4.767,14.746,96.32,,,
Ajuda (Restelo),Benfica (Colegio Militar/Luz),35,8.8,13,0.37,0.046,7.417,26.721,99.09,,,
Ajuda (Restelo),Benfica (Monsanto | Norte),24,6.0,16,0.67,0.055,7.601,15.960,90.26,,,
Ajuda (Restelo),Campo de Ourique (Amoreiras),99,24.8,27,0.27,0.018,20.618,19.025,94.53,,,
Ajuda (Restelo),Campo de Ourique (Campo Ourique),64,16.0,80,1.25,0.066,19.213,28.923,96.93,,,
Ajuda (Restelo),Campolide (Bairro Liberdade),5,1.3,23,4.60,0.097,32.288,46.115,98.02,,,
Ajuda (Restelo),Campolide (Campolide),95,23.8,122,1.28,0.051,15.461,29.453,97.77,,,
Ajuda (Restelo),Campolide (Praca Espanha | Norte),16,4.0,13,0.81,0.038,13.502,28.956,92.39,,,
Ajuda (Restelo),Campolide (Praca Espanha | Sul),3,0.8,3,1.00,0.318,25.732,41.676,78.25,,,
Ajuda (Restelo),Carnide (Avenidas Novas),4,1.0,6,1.50,0.043,17.624,42.629,91.19,,,
Ajuda (Restelo),Carnide (Carnide),65,16.3,38,0.58,0.047,35.665,28.039,99.13,,,
Ajuda (Restelo),Estrela (Alcantara),347,86.8,55,0.16,0.013,6.659,17.776,96.91,,,
Ajuda (Restelo),Estrela (Estrela),135,33.8,43,0.32,0.027,6.023,16.124,93.57,,,
Ajuda (Restelo),Estrela (Lapa),69,17.3,14,0.20,0.013,7.181,19.240,94.56,,,
Ajuda (Restelo),Estrela (Ribeirinha - Belem),61,15.3,4,0.07,0.000,0.270,9.236,87.63,,,
Ajuda (Restelo),Fora Municipio Lisboa,375,93.8,129,0.34,0.021,3.775,14.458,96.51,,,
Ajuda (Restelo),Lumiar (Aeroporto),2,0.5,2,1.00,0.098,15.709,53.652,100,,,
Ajuda (Restelo),Lumiar (Lumiar | Norte),1,0.3,3,3.00,0.000,28.042,72.618,,,,
Ajuda (Restelo),Lumiar (Lumiar | Oeste),3,0.8,5,1.67,0.488,35.011,69.331,80.33,,,
Ajuda (Restelo),Lumiar (Lumiar | Sul),,,,,,,,,,,
Ajuda (Restelo),Lumiar (Paco Lumiar),1,0.3,3,3.00,0.990,18.847,46.579,78,,,
Ajuda (Restelo),Lumiar (Parque Europa),10,2.5,16,1.60,0.419,25.910,53.349,83.5,,,
Ajuda (Restelo),Lumiar (Telheiras | Este),1,0.3,1,1.00,0.104,16.227,36.065,100,,,
Ajuda (Restelo),Lumiar (Telheiras | Norte),1,0.3,3,3.00,0.000,1288.923,52.976,,,,
Ajuda (Restelo),Lumiar (Telheiras | Oeste),5,1.3,12,2.40,0.000,20.504,47.277,87,,,
Ajuda (Restelo),Marvila (Bairro Armador),5,1.3,8,1.60,0.026,20.668,45.072,100,,,
Ajuda (Restelo),Marvila (Chelas),6,1.5,11,1.83,0.062,30.276,59.405,97.2,,,
Ajuda (Restelo),Marvila (Infante Dom Henrique - Porto | Este),38,9.5,5,0.13,0.008,2.847,22.677,98.03,,,
Ajuda (Restelo),Marvila (Infante Dom Henrique - Porto | Oeste),,,,,,,,,,,
Ajuda (Restelo),Marvila (Marechal Gomes da Costa),,,,,,,,,,,
Ajuda (Restelo),Marvila (Parque Bela Vista),3,0.8,2,0.67,0.000,10.578,28.849,100,,,
Ajuda (Restelo),Misericordia (Bairro Alto),37,9.3,11,0.30,0.092,8.170,25.211,88.12,,,
Ajuda (Restelo),Misericordia (Sao Paulo),295,73.8,45,0.15,0.008,1.182,11.470,93.57,,,
Ajuda (Restelo),Olivais (Alfredo Bensaude),6,1.5,5,0.83,0.070,17.099,43.899,96.62,,,
Ajuda (Restelo),Olivais (Encarnacao | Este),1,0.3,3,3.00,0.073,44.036,71.548,85.6,,,
Ajuda (Restelo),Olivais (Encarnacao | Oeste),,,,,,,,,,,
Ajuda (Restelo),Olivais (Logistica Aeroportuaria),,,,,,,,,,,
Ajuda (Restelo),Olivais (Olivais - Centro),,,,,,,,,,,
Ajuda (Restelo),Olivais (Olivais | Este),,,,,,,,,,,
Ajuda (Restelo),Olivais (Olivais | Norte),,,,,,,,,,,
Ajuda (Restelo),Olivais (Olivais | Sul),1,0.3,2,2.00,0.000,34.273,67.091,99.5,,,
Ajuda (Restelo),Olivais (Relogio),,,,,,,,,,,
Ajuda (Restelo),Parque das Nacoes (Estacao Oriente),58,14.5,14,0.24,0.007,16.338,25.094,99.83,,,
Ajuda (Restelo),Parque das Nacoes (Parque Nacoes | Norte),1,0.3,3,3.00,0.000,31.553,87.921,,,,
Ajuda (Restelo),Parque das Nacoes (Parque Nacoes | Sul),38,9.5,0,0.00,0.000,0.000,34.957,87.23,,,
Ajuda (Restelo),Parque das Nacoes (Parque Tejo),,,,,,,,,,,
Ajuda (Restelo),Parque das Nacoes (Quinta Laranjeiras),45,11.3,1,0.02,0.000,0.413,46.466,100,,,
Ajuda (Restelo),Penha de Franca (Penha Franca),7,1.8,11,1.57,0.030,30.193,45.932,99,,,
Ajuda (Restelo),Penha de Franca (Sao Joao),28,7.0,22,0.79,0.054,10.694,28.725,95.66,,,
Ajuda (Restelo),Santa Clara (Ameixoeira | Norte),8,2.0,14,1.75,0.378,25.042,63.780,90,,,
Ajuda (Restelo),Santa Clara (Ameixoeira | Sul),3,0.8,8,2.67,0.000,24.703,62.940,,,,
Ajuda (Restelo),Santa Maria Maior (Baixa),671,167.8,126,0.19,0.009,2.324,15.428,93.82,,,
Ajuda (Restelo),Santa Maria Maior (Castelo),143,35.8,13,0.09,0.013,4.815,25.507,98.45,,,
Ajuda (Restelo),Santo Antonio (Amoreiras),,,,,,,,,,,
Ajuda (Restelo),Santo Antonio (Sao Jose),210,52.5,19,0.09,0.013,11.068,23.912,90.44,,,
Ajuda (Restelo),Santo Antonio (Sao Mamede),355,88.8,29,0.08,0.010,1.520,15.893,92.46,,,
Ajuda (Restelo),Sao Domingos de Benfica (Estrada Luz | Este),3,0.8,10,3.33,0.027,278.691,41.431,97.83,,,
Ajuda (Restelo),Sao Domingos de Benfica (Estrada Luz | Oeste),2,0.5,4,2.00,0.245,29.278,53.665,87,,,
Ajuda (Restelo),Sao Domingos de Benfica (Monsanto | Norte),,,,,,,,,,,
Ajuda (Restelo),Sao Domingos de Benfica (Sao Domingos de Benfica),8,2.0,23,2.88,0.083,24.161,51.530,96.33,,,
Ajuda (Restelo),Sao Domingos de Benfica (Sete Rios | Norte),6,1.5,7,1.17,0.103,24.469,58.722,99,,,
Ajuda (Restelo),Sao Domingos de Benfica (Sete Rios | Sul),1,0.3,7,7.00,0.582,72.983,93.420,94.07,,,
Ajuda (Restelo),Sao Vicente de Fora (Sao Vicente),39,9.8,28,0.72,0.052,19.606,37.734,97.29,,,
Alcantara (Santo Amaro | Norte),Ajuda (Ajuda | Norte),1,0.3,1,1.00,0.000,8.245,19.975,100,,,
Alcantara (Santo Amaro | Norte),Ajuda (Ajuda | Oeste),1,0.3,1,1.00,0.000,10.455,18.021,100,,,
Alcantara (Santo Amaro | Norte),Ajuda (Ajuda | Sul),25,6.3,35,1.40,0.087,61.564,26.609,94.11,,,
Alcantara (Santo Amaro | Norte),Ajuda (Restelo),18,4.5,18,1.00,0.052,17.566,28.843,99.52,,,
Alcantara (Santo Amaro | Norte),Alcantara (Santo Amaro | Norte),144,36.0,48,0.33,0.024,4.489,7.450,90.11,,,
Alcantara (Santo Amaro | Norte),Alcantara (Santo Amaro | Oeste),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Alcantara (Santo Amaro | Sul),220,55.0,84,0.38,0.025,4.551,6.909,96.12,,,
Alcantara (Santo Amaro | Norte),Alvalade (Alvalade),1,0.3,3,3.00,0.053,38.882,56.579,98.67,,,
Alcantara (Santo Amaro | Norte),Alvalade (Avenida do Brasil),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Alvalade (Campo Grande),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Alvalade (Cidade Universitaria),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Alvalade (Hospital Santa Maria | Este),1,0.3,1,1.00,0.647,46.220,72.369,84,,,
Alcantara (Santo Amaro | Norte),Alvalade (Hospital Santa Maria | Oeste),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Alvalade (Roma - Areeiro | Este),5,1.3,4,0.80,0.228,19.059,30.797,95.12,,,
Alcantara (Santo Amaro | Norte),Alvalade (Roma - Areeiro | Oeste),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Alvalade (Sao Joao de Brito),1,0.3,1,1.00,0.023,2.671,19.181,100,,,
Alcantara (Santo Amaro | Norte),Areeiro (Alto Pina),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Areeiro (Areeiro | Norte),1,0.3,3,3.00,0.264,12.976,33.742,97,,,
Alcantara (Santo Amaro | Norte),Areeiro (Areeiro | Sul),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Arroios (Anjos),5,1.3,7,1.40,0.126,6.709,24.833,88.71,,,
Alcantara (Santo Amaro | Norte),Arroios (Arroios | Norte),4,1.0,0,0.00,0.000,0.000,26.511,80.33,,,
Alcantara (Santo Amaro | Norte),Arroios (Arroios | Sul),4,1.0,3,0.75,0.141,18.934,29.334,100,,,
Alcantara (Santo Amaro | Norte),Arroios (Estefania),3,0.8,9,3.00,0.080,14.324,27.234,84.7,,,
Alcantara (Santo Amaro | Norte),Avenidas Novas (Avenidas Novas | Este),4,1.0,9,2.25,0.156,19.875,37.975,89.36,,,
Alcantara (Santo Amaro | Norte),Avenidas Novas (Avenidas Novas | Oeste),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Avenidas Novas (Bairro Santos | Este),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Avenidas Novas (Bairro Santos | Oeste),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Avenidas Novas (Campo Pequeno | Este),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Avenidas Novas (Campo Pequeno | Oeste),1,0.3,4,4.00,0.423,53.605,88.522,96.75,,,
Alcantara (Santo Amaro | Norte),Avenidas Novas (Parque Eduardo VII),7,1.8,3,0.43,0.135,9.883,18.569,98.2,,,
Alcantara (Santo Amaro | Norte),Avenidas Novas (Picoas),14,3.5,9,0.64,0.168,18.245,35.337,93.35,,,
Alcantara (Santo Amaro | Norte),Beato (Madre Deus | Norte),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Beato (Madre Deus | Oeste),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Beato (Madre Deus | Sul),1,0.3,1,1.00,0.128,3.453,25.732,100,,,
Alcantara (Santo Amaro | Norte),Beato (Picheleira),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Belem (Alto Duque),1,0.3,3,3.00,0.169,52.496,66.216,98.33,,,
Alcantara (Santo Amaro | Norte),Belem (Belem | Este),18,4.5,4,0.22,0.025,5.609,12.496,99.19,,,
Alcantara (Santo Amaro | Norte),Belem (Belem | Oeste),25,6.3,15,0.60,0.020,6.348,13.189,92.88,,,
Alcantara (Santo Amaro | Norte),Belem (Ribeirinha - Belem),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Benfica (Benfica | Norte),170,42.5,6,0.04,0.008,0.775,12.621,91.82,,,
Alcantara (Santo Amaro | Norte),Benfica (Benfica | Sul),619,154.8,58,0.09,0.009,4.700,13.043,90.76,,,
Alcantara (Santo Amaro | Norte),Benfica (Colegio Militar/Luz),290,72.5,30,0.10,0.010,1.695,15.602,88.03,,,
Alcantara (Santo Amaro | Norte),Benfica (Monsanto | Norte),102,25.5,9,0.09,0.000,0.883,7.356,94.25,,,
Alcantara (Santo Amaro | Norte),Campo de Ourique (Amoreiras),31,7.8,4,0.13,0.012,1.910,19.761,84.98,,,
Alcantara (Santo Amaro | Norte),Campo de Ourique (Campo Ourique),82,20.5,229,2.79,0.188,40.371,49.642,97.44,,,
Alcantara (Santo Amaro | Norte),Campolide (Bairro Liberdade),1,0.3,1,1.00,0.136,16.643,38.256,100,,,
Alcantara (Santo Amaro | Norte),Campolide (Campolide),27,6.8,67,2.48,0.158,19.712,29.147,96.16,,,
Alcantara (Santo Amaro | Norte),Campolide (Praca Espanha | Norte),2,0.5,3,1.50,0.118,23.285,41.933,87.67,,,
Alcantara (Santo Amaro | Norte),Campolide (Praca Espanha | Sul),5,1.3,4,0.80,0.060,3.458,15.633,84.17,,,
Alcantara (Santo Amaro | Norte),Carnide (Avenidas Novas),7,1.8,8,1.14,0.096,20.005,40.551,97.5,,,
Alcantara (Santo Amaro | Norte),Carnide (Carnide),181,45.3,36,0.20,0.011,4.576,24.062,98.34,,,
Alcantara (Santo Amaro | Norte),Estrela (Alcantara),114,28.5,93,0.82,0.107,12.407,15.927,89.09,,,
Alcantara (Santo Amaro | Norte),Estrela (Estrela),20,5.0,21,1.05,0.049,6.908,16.018,96.8,,,
Alcantara (Santo Amaro | Norte),Estrela (Lapa),12,3.0,6,0.50,0.240,15.080,21.428,94.9,,,
Alcantara (Santo Amaro | Norte),Estrela (Ribeirinha - Belem),2,0.5,4,2.00,0.185,9.153,12.238,81.38,,,
Alcantara (Santo Amaro | Norte),Fora Municipio Lisboa,243,60.8,46,0.19,0.022,3.915,16.879,97.93,,,
Alcantara (Santo Amaro | Norte),Lumiar (Aeroporto),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Lumiar (Lumiar | Norte),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Lumiar (Lumiar | Oeste),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Lumiar (Lumiar | Sul),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Lumiar (Paco Lumiar),1,0.3,1,1.00,0.040,22.237,52.879,79.5,,,
Alcantara (Santo Amaro | Norte),Lumiar (Parque Europa),4,1.0,5,1.25,0.185,22.138,42.929,100,,,
Alcantara (Santo Amaro | Norte),Lumiar (Telheiras | Este),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Lumiar (Telheiras | Norte),4,1.0,6,1.50,0.017,13.930,35.148,100,,,
Alcantara (Santo Amaro | Norte),Lumiar (Telheiras | Oeste),6,1.5,6,1.00,0.051,20.209,40.402,98.62,,,
Alcantara (Santo Amaro | Norte),Marvila (Bairro Armador),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Marvila (Chelas),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Marvila (Infante Dom Henrique - Porto | Este),2,0.5,3,1.50,0.342,15.620,27.420,72.17,,,
Alcantara (Santo Amaro | Norte),Marvila (Infante Dom Henrique - Porto | Oeste),,,,,,,,,,,
Alcantara (Santo Amaro | Norte),Marvila (Marechal Gomes da Costa),,,,,,,,,,,
